country,ico_start,ico_end,price_usd,success,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Marshall Islands,16/09/2019,06/10/2019,0.1,N,0.85,NA,1.70E+08,No,1,0,None,1 USD,Available,15/09/2018,30/04/2019,0.5,"BTC, ETH, BCH, LTC",https://alpha-x.io/wp.html,NA,https://www.github.com/dev-alphax?tab=repositories,https://alpha-x.io/?utm_source=icobench,3.9,24,0
USA,16/09/2019,16/11/2019,0.06,N,0.35,NA,2.00E+07,NA,0,0,NA,NA,Available,NA,NA,NA,ETH,https://captiveapp.com/captivewhitepaper.pdf,NA,None,https://captiveapp.com//?utm_source=icobench,2.7,2,0
Singapore,15/09/2019,25/10/2019,2.00E-03,N,0.4,NA,4.00E+09,NA,1,0,NA,NA,Available,NA,NA,NA,"BTC, ETH, XRP",https://www.cazplus.com/pdfs/CazPlus%20WP.pdf,NA,https://www.github.com/cazplus?tab=repositories,https://www.cazplus.com?utm_source=icobench,3.6,8,1
Seychelles,11/09/2019,30/09/2019,0.01,N,0.05,NA,3.00E+08,No,0,0,"Algeria Bangladesh Bolivia (Plurinational State of) Cuba Ecuador Iran (Islamic Republic of) Iraq Korea (the Democratic People's Republic of) Macedonia (the former Yugoslav Republic of) Morocco Nepal Pakistan Seychelles Sri Lanka Venezuela (Bolivarian Republic of) (i) Countries that forbide taking part in buying tokens by any laws, legal acts, rules, agreements, and/or regulations  (ii) or may recognize selling token same as selling stock or financial services",NA,Available,11/09/2019,17/09/2019,NA,"USDT, BTC, ETH, XRP, PROB",https://drive.google.com/file/d/1o_17CxONGCsYYMRx6Uds9KLOyJJaSq7d/view,NA,None,https://www.divo.fashion?utm_source=icobench,3.4,1,1
Canada,10/09/2019,30/10/2019,0.02,N,0.4,NA,3.00E+09,No,0,0,NA,NA,NA,08/12/2018,08/01/2019,NA,"USDT, BTC, ETH,TRX, PROB",https://www.beatzcoin.io/downloads/en/Whitepaper.pdf?v=1,https://www.linkedin.com/company/vibravid/,None,https://beatzcoin.io?utm_source=icobench,3.7,7,0
Unknown,03/09/2019,01/11/2019,4.00E-04,N,0.1,NA,1.00E+10,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://usns.io/download.cm?tk=YToyOntpOjA7czoxMzoiY2ExYmJhOTJiZDliMyI7aToxO3M6MjI6ImYyMDE5MDgxNTE3OTFiMTk0OGIwNTUiO30=,NA,None,https://usns.io?utm_source=icobench,1.4,2,1
Malta,01/09/2019,30/09/2020,0.2,N,0.63,NA,1.89E+08,No,1,0,"USA, Canada",600 USD,Available,02/01/2019,31/08/2019,0.1,"ETH, BTC, Fiat",https://bitwings.org/white-paper-en.pdf,https://www.linkedin.com/company/bitwings-ltd/,https://www.github.com/bitwings?tab=repositories,https://bitwings.org/?utm_source=icobench,4.3,20,1
Thailand,30/08/2019,23/09/2019,0.06,N,0.55,NA,5.50E+08,NA,1,0,NA,NA,NA,01/09/2019,15/09/2019,0.12,"ETH, BTC",https://www.alphatechnology.io/AFX.pdf,https://www.linkedin.com/company/atech-afx/,None,http://alphatechnology.io?utm_source=icobench,2.7,NA,1
Unknown,29/08/2019,29/08/2019,0.1,N,0.02,NA,9.00E+06,No,0,0,"Afghanistan, Albania, Belarus, Bosnia & Herzegovina, Burundi, Canada, Central African Republic, Cote dIvoire, Cuba, Democratic Republic of the Congo, Ethiopia, Guinea, Guinea-Bissau, Iran, Iraq ,Lebanon, Liberia, Libya, Mainland China, Malaysia, Myanmar (Burma), New Zealand, North Korea, Republic of Macedonia (FYROM), Serbia, Somalia, South Sudan, Sri Lanka, Sudan, Syria, Thailand, Trinidad & Tobago, Tunisia, Uganda, United States of America (USA), Venezuela, Yemen, Zimbabwe",200 ARAI,NA,NA,NA,NA,USDT & ZT,NA,NA,None,https://www.adrenaline.ai?utm_source=icobench,3.4,10,1
USA,28/08/2019,29/08/2019,0.01,N,0.2,NA,2.00E+08,NA,0,0,NA,NA,NA,NA,NA,NA,"ETH, BTC, LTC",NA,https://www.linkedin.com/company/robin8/,None,https://koltoken.io/?utm_source=icobench,3,5,1
Singapore,27/08/2019,30/08/2019,2.50E-02,Y,0.25,NA,1.00E+10,NA,1,0,NA,NA,NA,NA,NA,NA,ETH,https://s3.ap-northeast-2.amazonaws.com/wishchain/WhitePaper_en_v2.5.1.pdf,https://www.linkedin.com/company/paymentporte/,None,https://wishchain.io/?utm_source=icobench,2.9,5,1
Liechtenstein,21/08/2019,22/08/2019,1,N,NA,NA,2.00E+06,NA,1,0,NA,NA,NA,NA,NA,NA,"ETH, BTC, Fiat",https://curioinvest.com/templates/assets/docs/CurioWhitePaper.pdf,https://www.linkedin.com/company/curioag/,None,https://curioinvest.com?utm_source=icobench,2.4,14,1
Panama,19/08/2019,24/08/2019,0.05,N,NA,NA,297500000,NA,1,0,NA,NA,NA,19/08/2019,24/08/2019,NA,ETH,http://paymentporte.com/Whitepaper_Payment_Porte.pdf,https://www.linkedin.com/company/paymentporte/,None,https://paymentporte.com?utm_source=icobench,3.4,NA,0
UK,15/08/2019,31/10/2019,0.01,N,0.31,NA,2.50E+09,No,0,0,NA,1 RACH,NA,NA,NA,NA,ETH,https://www.rachelx.co.uk/storage/2019/07/World-of-Rachel-White-Paper-V1.pdf,NA,None,https://www.rachelx.co.uk/?utm_source=icobench,3.8,7,1
Unknown,15/08/2019,15/08/2019,1.90E-03,N,0.07,NA,1.47E+09,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,NA,https://www.linkedin.com/company/castweet/,None,https://emogi.io?utm_source=icobench,2.1,4,1
Unknown,14/08/2019,16/08/2019,0.2,N,0.72,NA,3.60E+09,NA,1,0,NA,NA,NA,13/08/2019,15/08/2019,0.2,ETH,https://system.na2.netsuite.com/core/media/media.nl?id=535565&c=861758&h=304d85ce78fe6c3d1705&_xt=.pdf,https://www.linkedin.com/company/mediarich-io/,https://www.github.com/cpu-coin?tab=repositories,https://cpucoin.io?utm_source=icobench,3.7,9,1
Unknown,14/08/2019,15/08/2019,5.90E-02,N,NA,NA,3750000,NA,0,0,NA,NA,Available,NA,NA,NA,ETH,https://drive.google.com/file/d/14IjtPPmhRJKlUtQw4zL-bCLOV15-UkMx/view,NA,None,https://www.castweet.com/en.html?utm_source=icobench,2.1,NA,1
Cayman Islands,12/08/2019,13/08/2019,0.2,N,NA,NA,5.00E+06,Yes,1,0,NA,NA,Available,NA,NA,NA,"USDT, BTC, ETH, XRP",https://axel.network/wp-content/uploads/2019/07/AXEL-White-Paper-v2.0-English.pdf,https://www.linkedin.com/company/axelunlimited/,https://www.github.com/axelnetwork?tab=repositories,https://axel.network?utm_source=icobench,4.4,7,0
Unknown,11/08/2019,14/08/2019,0.08,N,0.1102,55090008,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"USDT, BTMX",NA,https://www.linkedin.com/company/ultralphaofficial/,None,https://ultralpha.io/#/home?utm_source=icobench,1.6,NA,1
South Korea,08/08/2019,13/08/2019,0.06,N,0.5,NA,2500000,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,http://home.porus.io/wp_en.pdf,https://www.linkedin.com/company/hinto/,None,http://home.porus.io/#EN?utm_source=icobench,2.2,NA,1
Cayman Islands,07/08/2019,02/09/2019,6.50E-02,N,0.35,NA,5.25E+08,Yes,1,0,USA,NA,NA,NA,NA,NA,"ETH, BTC, XTZ",https://viaz.io/documents/Viaz-Whitepaper_EN.pdf,https://www.linkedin.com/company/viazofficial/,https://www.github.com/viazofficial?tab=repositories,https://viaz.io/?utm_source=icobench,3.9,4,0
UK,06/08/2019,20/08/2019,0.5,N,0.9,NA,1.00E+06,NA,1,0,NA,50 USD,Available,NA,NA,NA,"ETH, BTC, Fiat",https://hinto.win/hinto-white-paper.pdf,https://www.linkedin.com/company/hinto/,None,https://hinto.win?utm_source=icobench,2.9,6,1
Unknown,31/07/2019,30/01/2020,1.33,N,0.8,NA,13865000,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://www.telecoin.info/wp-content/uploads/2018/11/Telecoin_Whitepaper.pdf,https://www.linkedin.com/company/telecoin/,https://www.github.com/TeleCoinOfficial?tab=repositories,https://www.telecoin.info/?utm_source=icobench,3.8,5,1
Unknown,29/07/2019,16/09/2019,9.57E-02,N,0.25,NA,2.80E+07,NA,1,0,NA,NA,NA,NA,NA,NA,ETH,https://www.nesten.io/Document/WP_en.pdf,https://www.linkedin.com/company/blackpearlchain/,None,https://www.nesten.io/?utm_source=icobench,2.1,NA,1
Switzerland,26/07/2019,22/08/2019,1,N,0.6,NA,1300000,No,1,0,NA,0.215 ETH,NA,NA,NA,0.75,"ETH, BTC, USDT, Fiat",https://res2.weblium.site/res/5b2bd5200735b20028821564/5d21ad84e04df60023de05ee,NA,None,https://iskra-coin.io?utm_source=icobench,4,4,1
USA,25/07/2019,07/08/2019,7.50E-02,N,0.2,NA,1.28E+09,NA,0,0,NA,NA,NA,NA,NA,NA,"USDT, BTC, ETH, XRP",NA,https://www.linkedin.com/company/blackpearlchain/,None,https://blackpearlchain.io/?utm_source=icobench,2.4,5,1
Malta,25/07/2019,03/09/2019,0.15,N,0.5,NA,2.50E+08,Yes,1,0,"Afghanistan, Belarus, Bosnia & Herzegovina, Burundi, Canada, Central African Republic, China, Democratic Republic of the Congo, Egypt, Eritrea, Ethiopia, Guinea, Guinea-Bissau, Haiti, Iran, Iraq, Lebanon, Libya, Maldives, Mali, Moldova, Montenegro, Myanmar, North Korea, Pakistan, Russia, Serbia, Somalia, South Sudan, Singapore, Sri Lanka, Sudan, Syria, Trindad and Tobago, Tunisia, Ukraine, USA, Venezuela, Yemen, Zimbabwe",NA,NA,24/09/2018,22/10/2018,0.1,ETH,NA,https://www.linkedin.com/company/swace/,https://www.github.com/ArtProPlatform?tab=repositories,https://www.art-pro.io/?utm_source=icobench,4,14,1
Estonia,16/07/2019,NA,0.1,N,0.35,NA,NA,No,0,0,"USA, China, Singapore","100,000 USD",NA,NA,NA,NA,"BTC, ETH, EOS, Fiat",NA,https://www.linkedin.com/company/ultracorp/,None,https://ultra.io/?utm_source=icobench,3.8,1,0
Lithuania,15/07/2019,26/07/2019,0.02,N,0.05,NA,1.35E+08,No,1,0,NA,5 USD,NA,01/07/2018,01/10/2018,NA,"ETH, BTC, USD, EUR",https://www.swace.io/downloads/Swace_Whitepaper.pdf,https://www.linkedin.com/company/swace/,https://www.github.com/swace?tab=repositories,https://www.swace.io/?utm_source=icobench,4.4,6,1
South Korea,11/07/2019,31/12/2019,1.04E-02,N,0.3,NA,1.26E+09,NA,0,0,NA,NA,NA,NA,NA,NA,"BTC, ETH, XRP",https://admin.coin-island.com/files/white_paper/Coinisland_White_Paper_en.pdf,https://www.linkedin.com/company/coin-island/,None,https://www.coin-island.com/whitepaper.html?&utm_source=icobench,2.7,5,NA
Georgia,08/07/2019,04/08/2019,0.9571,N,235,NA,3.00E+07,No,1,0,"USA, Canada, Bosnia and Herzegovina, Colombia, Syrian, Iraq, Democratic People’s Republic of Korea, Yemen, Iran, Nigeria, Afghanistan, Anguilla, Uganda, Tajikistan, Antigua and Barbuda, Commonwealth of Dominica, Republic of Vanuatu, Cayman Islands, Lao People’s Democratic Republic, Saint Vincent and the Grenadines, Saint Kitts and Nevis, Republic of Seychelles, Turks and Caicos Islands",0.1 ETH,NA,23/03/2019,05/04/2019,NA,ETH,NA,https://www.linkedin.com/company/bitherplatform/,https://www.github.com/bitherhq?tab=repositories,https://bitherplatform.io?utm_source=icobench,3.8,24,1
Poland,05/07/2019,31/07/2019,1.85E-02,N,0.61,NA,4.98E+08,No,1,0,"Afghanistan, Bosnia and Herzegovina, Ethiopia, Guyana, Iran, Iraq, Sri Lanka, Syrian Arab Republic, Trinidad and Tobago, Tunisia, Uganda, United States, Vanuatu, Yemen, Democratic People's Republic of Korea",NA,Available,02/01/2018,29/01/2018,NA,"ETH, BTC",https://tokensale.moozicore.com/whitepaper.pdf,https://www.linkedin.com/company/moozicore/,https://www.github.com/Moozicore?tab=repositories,https://tokensale.moozicore.com/?utm_source=icobench,4,11,1
Estonia,05/07/2019,05/08/2019,3.92E-02,N,0.5,NA,5.00E+08,No,0,0,"USA, China",NA,NA,NA,NA,NA,"ETH, BTC",https://s3.eu-central-1.amazonaws.com/btm-prod-tge-static/media/public/landing/white_paper/BetMatch_WP_20.11.18_english2_16.53.pdf,https://www.linkedin.com/company/betmatch-io/,None,https://tge.betmatch.io/?utm_source=icobench,3.3,7,1
South Korea,04/07/2019,14/08/2019,0.83,N,0.2,NA,4.00E+07,Yes,1,0,NA,NA,NA,02/07/2019,04/07/2019,0.77,ETH,https://op-mach-bucket.s3.ap-northeast-2.amazonaws.com/whitepaper/white_paper_eng_2.05.pdf,NA,https://www.github.com/korea-certification-service?tab=repositories,https://bit.ly/2JsCDwQ?utm_source=icobench,4.3,14,1
Spain,03/07/2019,06/07/2019,5.65E-02,N,0.6,NA,3.00E+08,NA,1,0,NA,NA,NA,NA,NA,NA,"ETH, BTC",http://crypto-franchise.io/wp-content/uploads/2019/06/cryptofranchise-whitepaper-ver-2.1.pdf,https://www.linkedin.com/company/cryptofranchise/,None,http://crypto-franchise.io?utm_source=icobench,2.2,6,1
Norway,02/07/2019,31/12/2019,1,N,NA,NA,2.00E+07,No,0,0,None,NA,NA,NA,NA,NA,ETH,https://bitway.network/whitepaper.pdf,https://www.linkedin.com/company/bitway/,None,https://bitway.net?utm_source=icobench,1.9,NA,1
South Korea,25/06/2019,30/06/2019,3.50E-03,N,0.15,NA,6.00E+08,No,0,0,NA,NA,Available,NA,NA,3.40E-03,ETH,https://storichain.io,https://www.linkedin.com/company/storichain/,https://www.github.com/storichain?tab=repositories,https://storichain.io?utm_source=icobench,3.2,1,1
Germany,24/06/2019,24/07/2019,1.1,N,0.18,NA,9.00E+06,Yes,1,0,NA,NA,Available,03/07/2018,09/07/2018,0.341,"BTC, ETH",https://marketc.net/media/MARKETCWHITEPAPER.pdf,NA,https://www.github.com/search?q=cmkcore&type=Commits?tab=repositories,https://marketc.net/?utm_source=icobench,3.2,1,0
UK,21/06/2019,28/09/2019,2.80E-03,N,0.6,NA,1.50E+09,No,1,0,"USA, China",250 USD,Available,28/06/2019,12/07/2019,6.01E-03,"ETH, BTC, LTC, DASH",https://www.mydayta.io/uploads/white_paper/Whitepaper.pdf,https://www.linkedin.com/company/mydayta/,https://www.github.com/MyDayta?tab=repositories,https://www.mydayta.io?utm_source=icobench,4.2,13,1
Monaco,21/06/2019,29/07/2019,2.00E-03,N,0.0775,NA,77500000,No,0,0,"Afghanistan, Burundi, Belarus, The Central African Republic, Congo, Mainland China, Ethiopia, Guinea, Guinea Bissau, Iraq, Iran, The Democratic People's Republic of Korea, Lebanon, Sri Lanka, Libya, Serbia, Sudan, Somalia, South Sudan, Syrian Arab Republic, Thailand, Tunisia, Trinidad and Tobago, Ukraine, Uganda, The United States, Venezuela, Yemen, Zimbabwe.",NA,Available,01/03/2019,31/03/2019,NA,NA,https://storage.googleapis.com/blabber-download/whitepaper.pdf,NA,https://www.github.com/blabberofficial?tab=repositories,https://blabber.mc?utm_source=icobench,3.9,9,0
South Korea,17/06/2019,17/06/2019,0.01,N,0.1,NA,1.00E+08,NA,1,0,NA,NA,NA,NA,NA,NA,"ETH, BTC",https://www.sportx.one/files/SportX_Whitepaper_en.pdf,https://www.linkedin.com/company/sportx/,None,https://www.sportx.one?utm_source=icobench,2.3,6,1
USA,15/06/2019,30/07/2019,0.25,N,0.4,NA,1.20E+07,No,0,0,NA,NA,Available,31/05/2019,14/06/2019,0.23,"ETH, BTC",https://zoptax.com/whitepaper.pdf,NA,https://www.github.com/zoptaxapp?tab=repositories,https://www.zoptax.com?utm_source=icobench,3.5,NA,0
Unknown,13/06/2019,18/06/2019,0.3,N,0.1,NA,4.50E+08,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,NA,NA,None,http://www.turnple.net/?utm_source=icobench,2.1,NA,1
Estonia,10/06/2019,17/12/2019,0.01,N,0.8,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,ETH,https://zest.fund/ZestWP.pdf,https://www.linkedin.com/company/smathium/,None,https://zest.fund/?utm_source=icobench,2.7,4,1
Netherlands,07/06/2019,23/12/2018,0.1587,N,0.62,NA,5.00E+06,Yes,1,1,"USA , CHINA",0.1 ETH,Available,01/11/2018,14/11/2018,0.13,ETH,https://hiway.io/downloads/HIWAY_white_paper_v1.2.pdf,https://www.linkedin.com/company/hiwayofficial/,https://www.github.com/Hiway-github?tab=repositories,https://hiway.io/?utm_source=icobench,4,12,1
Singapore,05/06/2019,12/06/2019,6.00E-03,N,0.4,NA,4.00E+09,Yes,1,0,"Afghanistan, Albania, Belarus,Bosnia & Herzegovina, Burundi, Central African Republic, Cote dIvoire, Cuba, Democratic Republic of the Congo, Ethiopia, Guinea, Guinea-Bissau, Iran, Iraq, Lebanon, Liberia, Libya, Mainland China, Myanmar (Burma), North Korea, Republic of Macedonia (FYROM), Serbia, Somalia, South Sudan, Sri Lanka, Sudan, Syria, Thailand, Trinidad & Tobago, Tunisia, Uganda, Ukraine, United States of America (USA), Venezuela, Yemen, and Zimbabwe",10 USD,NA,04/05/2019,12/05/2019,3.00E-03,ETH,NA,https://www.linkedin.com/company/smathium/,https://www.github.com/smathium?tab=repositories,https://smathium.io/?lang=en&utm_source=icobench,3.8,15,1
Singapore,04/06/2019,25/06/2019,5.00E-04,N,0.3,NA,7.50E+09,Yes,1,0,"USA, Canada, China, Singapore",0.1 ETH,NA,15/06/2018,25/07/2018,NA,ETH,https://s3.ap-northeast-2.amazonaws.com/alphacon.io/whitepaper/alphaconWhitePaperEngVer12.pdf,NA,https://www.github.com/AlphaconNetwork?tab=repositories,https://alphacon.io/?utm_source=icobench,4,35,1
Estonia,04/06/2019,07/06/2019,0.1,N,0.5,NA,7.50E+07,Yes,1,0,NA,300 USD,Available,13/03/2019,27/03/2019,NA,"ETH, BTC, EOS, BNB, HT",http://whitepaper.uncloak.io/,https://www.linkedin.com/company/uncloakio/,https://www.github.com/tdada?tab=repositories,https://uncloak.io/?utm_source=icobench,4,24,0
Russia,01/06/2019,11/06/2019,9.60E-03,N,233,NA,7.00E+07,No,0,0,USA,0.1 ETH,Available,NA,NA,NA,ETH,https://token.guider.travel/WP_EN.pdf,NA,https://www.github.com/https:?tab=repositories,https://token.guider.travel?utm_source=icobench,4.2,7,1
Singapore,01/06/2019,31/08/2019,0.25,N,0.64,NA,1.00E+08,NA,0,0,NA,20 USD,NA,NA,NA,NA,"ETH, BTC, LTC",NA,NA,https://www.github.com/octeratech?tab=repositories,https://octera.io/?utm_source=icobench,2.6,10,NA
USA,01/06/2019,10/06/2019,0.1,N,0.1778,NA,8.00E+08,NA,1,0,NA,NA,NA,NA,NA,NA,ETH,https://www.autonomychain.com/AUTONOMY-Whitepaper-latest.pdf,https://www.linkedin.com/company/autonomychain/,None,https://www.autonomychain.com/?utm_source=icobench,3.5,5,1
Singapore,29/05/2019,05/06/2019,0.02,N,0.25,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"USD, BTC, ETH, XRP",NA,NA,None,http://www.codemyedu.com/#?utm_source=icobench,2.3,NA,1
Austria,28/05/2019,31/12/2019,0.01,N,0.01,NA,1.00E+09,Yes,1,0,NA,10 USD,NA,28/04/2018,29/04/2019,8.00E-03,"USDT, BTC, ETH, XRP, EOS",https://www.jobchain.com/Whitepaper.pdf,https://www.linkedin.com/company/jobchainofficial/,https://www.github.com/JobchainOfficial?tab=repositories,https://www.jobchain.com?utm_source=icobench,4.3,6,1
Unknown,28/05/2019,28/05/2019,NA,N,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/company/chromia/,NA,NA,2.6,NA,NA
Indonesia,27/05/2019,10/06/2019,NA,N,0.6,NA,3.00E+09,No,1,0,NA,NA,Available,NA,NA,NA,ETH,https://landing.biido.id/images/bion_whitepaperv1.6.pdf,https://www.linkedin.com/company/biido/,None,https://biido.id/?utm_source=icobench,2.2,7,1
UK,26/05/2019,01/12/2019,5.00E-03,N,0.5,NA,2.50E+09,No,0,0,NA,NA,Available,07/03/2019,17/05/2019,NA,ETH,NA,https://www.linkedin.com/company/global-property-register/,https://www.github.com/GPR2019?tab=repositories,https://globalpropertyregister.io/?utm_source=icobench,3.9,13,1
Unknown,24/05/2019,30/05/2019,1.70E-02,N,0.45,NA,2.75E+09,NA,0,0,NA,NA,NA,NA,NA,NA,"USD, BTC, ETH",https://www.tripedia.io/download/%e7%99%bd%e7%9a%ae%e6%9b%b8-%e8%8b%b1%e6%96%87?wpdmdl=800,NA,None,https://www.tripedia.io/?lang=en&utm_source=icobench,2,NA,1
South Korea,24/05/2019,30/05/2019,4.80E-03,N,0.15,NA,3.00E+08,NA,1,0,NA,NA,NA,01/04/2019,02/04/2019,8.20E-03,"ETH, BTC, Fiat",https://docs.wixstatic.com/ugd/e470b5_5b888aa004464f2e9e3c5d35ef19e9b3.pdf,NA,None,https://www.cherrycube.io/?utm_source=icobench,2.2,NA,1
Unknown,24/05/2019,30/07/2019,0.01,N,0.09,NA,6.20E+08,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,NA,NA,None,https://www.listeningmind.com/?utm_source=icobench,2.7,13,1
Malta,24/05/2019,30/06/2019,0.1,N,0.65,NA,1.20E+08,Yes,1,0,NA,NA,Available,01/01/2019,24/05/2019,0.1,"BTC, BCH , ETH , USD , EUR",https://www.xcrypt.club/xCrypt-Whitepaper.pdf,https://www.linkedin.com/company/xcrypt/,https://www.github.com/xcryptclub?tab=repositories,https://www.xcrypt.club/?utm_source=icobench,3.8,25,1
South Korea,23/05/2019,02/06/2019,0.04,N,0.2,NA,NA,NA,1,0,NA,NA,NA,23/05/2019,28/05/2019,NA,"ETH, BTC",https://www.nemodax.com/doc/NEMODaX_White_Paper_ver.1.0_ENG.pdf,https://www.linkedin.com/company/nemolab/,None,https://www.nemodax.com/service/ieo_en?utm_source=icobench,2.6,9,1
Mauritius,22/05/2019,28/05/2019,3.50E-03,N,0.25,NA,5.00E+08,NA,0,0,NA,NA,NA,NA,NA,NA,NA,https://translateme.network/wp-content/uploads/2018/10/whitepaper.pdf,https://www.linkedin.com/company/translatemenet/,None,https://translateme.network/?utm_source=icobench,3.5,17,0
Unknown,20/05/2019,20/08/2019,0.02,N,0.1,NA,1.00E+11,NA,1,0,NA,NA,Available,NA,NA,NA,ETH,http://fund.silicanexus.com/wp-content/uploads/2018/12/C4D-White-Paper-BP.V06.pdf,https://www.linkedin.com/company/convergence-of-4-dimensions-llc/,None,http://fund.silicanexus.com/?utm_source=icobench,2.4,11,1
Germany,20/05/2019,20/10/2019,2.40E-02,N,0.6,NA,NA,No,1,0,"Iran, North Korea, Syria, Guyana, Iraq, Bosnia Herzegovina, Laos, Uganda, Vanuatu, Yemen, Ethiopia, Sri Lanka, Trinidad and Tobago, Tunisia",500 USD,Available,05/03/2019,14/03/2019,1.20E-02,"ETH, BTC, Fiat",https://azultec.de/wp-content/uploads/EN_azultec-White-Paper.pdf,https://www.linkedin.com/company/azultec/,None,https://azultec.de/?utm_source=icobench,3.8,6,1
Northern Mariana Islands,20/05/2019,21/05/2019,4.80E-03,N,0.3,NA,6.66E+09,No,1,0,NA,NA,Available,01/11/2018,31/12/2018,NA,"ETH, BTC",https://futurepia.io/assets/img/FUTUREPIA_WhitePaper_EN_v1.1.pdf,https://www.linkedin.com/company/sigmachain/,None,https://futurepia.io/?utm_source=icobench,4,23,0
Costa Rica,16/05/2019,15/08/2019,0.2,N,0.6,NA,5.10E+08,No,1,0,"Iran, North Korea, USA",1 ETH,Available,NA,NA,NA,ETH,NA,NA,https://www.github.com/migranet?tab=repositories,https://migranet.io?utm_source=icobench,4,24,1
USA,16/05/2019,NA,6.00E-03,N,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,file:///Users/user/Downloads/ALLIVE_WhitePaper_EN.pdf,TBD,None,https://allive.io/?utm_source=icobazaar,2,NA,1
Singapore,15/05/2019,NA,1.50E-02,N,0.75,NA,7.50E+08,NA,0,0,NA,NA,NA,NA,NA,NA,NA,https://connectome.to/pdf/v1.pdf,https://www.linkedin.com/company/connectome/,None,https://connectome.to?utm_source=icobench,2,NA,NA
Switzerland,14/05/2019,13/06/2019,NA,N,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1 RPZX = 0.00062556 ETH,ETH,https://www.rapidz.io/wp-content/themes/rapidz/WP-en.pdf,https://www.linkedin.com/company/rapidz-io/,None,https://www.rapidz.io?utm_source=icobench,2.6,13,NA
UK,10/05/2019,18/03/2019,0.05,N,0.6,NA,7.50E+08,No,1,1,NA,0.3 ETH,Available,NA,NA,NA,"ETH, BTC, LTC, GBP, XLM, Fiat",https://www.xcoynz.com/WhitePaper-Full.html,https://www.linkedin.com/company/xcoynz/,https://www.github.com/xcoynz?tab=repositories,https://www.xcoynz.com/?utm_source=icobench,3.7,15,1
USA,09/05/2019,NA,NA,N,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TBD,None,https://www.thundercore.com/?utm_source=icobench,3.1,1,1
Estonia,04/05/2019,22/09/2019,0.35,N,0.74,NA,236800000,No,1,0,"USA, China",NA,NA,11/05/2019,31/05/2019,0.28,ETH,https://volum.io/wp-content/themes/volum/images/volum-whitepaper.pdf,https://www.linkedin.com/company/volumholdings/,None,https://volum.io/?utm_source=icobench,3.4,18,1
France,02/05/2019,20/06/2019,2.00E-04,N,0.1,NA,1.00E+12,NA,0,0,NA,NA,NA,NA,NA,NA,ETH,https://coin.fashion/storage/Fashion%20Coin%20Whitepaper%20[EN]%20.pdf,https://www.linkedin.com/company/coin-fashion/,None,https://coin.fashion/#section1?utm_source=icobench,2.7,8,1
UK,01/05/2019,31/07/2019,0.3,N,NA,NA,2.20E+07,No,1,0,None,NA,Available,15/10/2018,23/12/2018,NA,NA,https://www.airsavetravel.com/doc/Whitepaper_ASTC_Buy.pdf,NA,None,http://www.airsavetravel.com?utm_source=icobench,3.8,14,1
